REGCODE,DIVCODE,STATEFP,COUNTYFP,CSACODE,CBSACODE,METDCODE,METMICSA,CENTOUTL,ADULTMEN,MSM12MTH,MSM5YEAR
2,3,17,001,448,39500,,2,1,24934,259,400
2,3,17,003,164,16020,,1,2,3099,22,34
2,3,17,005,476,41180,,1,2,6635,90,138
2,3,17,007,466,40420,,1,1,19304,274,424
2,3,17,009,,,,,,3908,21,33
2,3,17,011,176,36860,,2,1,12882,107,165
2,3,17,013,476,41180,,1,2,1996,25,39
2,3,17,015,,,,,,5988,138,213
2,3,17,017,,,,,,5083,28,43
2,3,17,019,,16580,,1,1,81269,1241,1919
2,3,17,021,522,45380,,2,1,13704,146,226
2,3,17,023,,,,,,6093,56,87
2,3,17,025,,,,,,5124,28,44
2,3,17,027,476,41180,,1,2,15193,430,664
2,3,17,029,,16660,,2,1,20792,201,311
2,3,17,031,176,16980,16974,1,1,1905622,81458,125923
2,3,17,033,,,,,,8112,45,69
2,3,17,035,,16660,,2,2,4166,23,35
2,3,17,037,176,16980,20994,1,2,40199,523,808
2,3,17,039,145,14010,,1,2,6320,44,68
2,3,17,041,,,,,,7196,40,61
2,3,17,043,176,16980,16974,1,1,337711,6934,10718
2,3,17,045,,,,,,6907,51,78
2,3,17,047,,,,,,2521,14,21
2,3,17,049,,20820,,2,1,12679,129,199
2,3,17,051,,,,,,8722,48,74
2,3,17,053,,16580,,1,2,5157,53,82
2,3,17,055,,,,,,14720,174,269
2,3,17,057,426,15900,,2,1,15218,210,325
2,3,17,059,,,,,,2110,20,31
2,3,17,061,,,,,,5387,48,74
2,3,17,063,176,16980,16974,1,2,18084,473,731
2,3,17,065,,,,,,3099,107,166
2,3,17,067,,22800,,2,2,7249,66,102
2,3,17,069,,,,,,1761,10,15
2,3,17,071,,15460,,2,2,2814,15,24
2,3,17,073,209,19340,,1,2,18705,233,360
2,3,17,075,,,,,,10892,69,106
2,3,17,077,,16060,,1,1,24883,537,831
2,3,17,079,,,,,,3771,21,32
2,3,17,081,,34500,,2,1,15517,317,491
2,3,17,083,476,41180,,1,2,8598,145,224
2,3,17,085,,,,,,8919,81,125
2,3,17,087,,,,,,5960,33,51
2,3,17,089,176,16980,20994,1,1,182998,4070,6292
2,3,17,091,176,28100,,1,1,40907,525,811
2,3,17,093,176,16980,16974,1,1,39324,603,932
2,3,17,095,,23660,,2,1,20942,319,493
2,3,17,097,176,16980,29404,1,1,254032,5559,8593
2,3,17,099,176,36860,,2,1,43589,776,1200
2,3,17,101,,,,,,8330,79,122
2,3,17,103,221,19940,,2,1,14736,124,191
2,3,17,105,145,38700,,2,1,14960,82,127
2,3,17,107,522,30660,,2,1,12403,85,131
2,3,17,109,,31380,,2,1,13559,237,366
2,3,17,111,176,16980,16974,1,1,111658,2240,3464
2,3,17,113,145,14010,,1,1,63634,997,1541
2,3,17,115,,19500,,1,1,40214,496,766
2,3,17,117,476,41180,,1,2,17853,564,872
2,3,17,119,476,41180,,1,1,99829,1938,2996
2,3,17,121,476,16460,,2,1,14429,124,191
2,3,17,123,426,37900,,1,2,4782,76,117
2,3,17,125,,,,,,5632,70,108
2,3,17,127,424,37140,,2,2,5586,31,47
2,3,17,129,522,44100,,1,2,4714,33,51
2,3,17,131,209,19340,,1,2,6194,43,67
2,3,17,133,476,41180,,1,1,12227,153,236
2,3,17,135,,,,,,12389,111,172
2,3,17,137,522,27300,,2,1,13965,150,232
2,3,17,139,,,,,,5355,85,131
2,3,17,141,466,40300,,2,1,19863,114,176
2,3,17,143,426,37900,,1,1,67784,1178,1821
2,3,17,145,,,,,,9679,248,383
2,3,17,147,,16580,,1,2,6232,51,78
2,3,17,149,,,,,,6166,52,80
2,3,17,151,,,,,,1777,10,15
2,3,17,153,,,,,,2198,12,19
2,3,17,155,176,36860,,2,2,2310,49,76
2,3,17,157,,,,,,14503,175,270
2,3,17,159,,,,,,6136,34,52
2,3,17,161,209,19340,,1,1,55512,827,1278
2,3,17,163,476,41180,,1,1,95452,1822,2817
2,3,17,165,,,,,,9202,99,153
2,3,17,167,522,44100,,1,1,71408,889,1374
2,3,17,169,,,,,,3116,17,26
2,3,17,171,522,27300,,2,2,1968,11,17
2,3,17,173,,,,,,8552,89,137
2,3,17,175,426,37900,,1,2,2250,16,24
2,3,17,177,466,23300,,2,1,17485,210,325
2,3,17,179,426,37900,,1,1,50731,703,1087
2,3,17,181,,,,,,6868,52,81
2,3,17,183,,19180,,1,1,30186,416,644
2,3,17,185,,,,,,4442,42,66
2,3,17,187,,,,,,6638,37,56
2,3,17,189,,,,,,5734,32,49
2,3,17,191,,,,,,6243,82,126
2,3,17,193,,,,,,5483,64,99
2,3,17,195,221,44580,,2,1,21733,373,576
2,3,17,197,176,16980,16974,1,1,239092,5023,7764
2,3,17,199,,16060,,1,1,25438,378,584
2,3,17,201,466,40420,,1,1,106531,1270,1964
2,3,17,203,426,37900,,1,1,14133,117,181
2,3,18,001,258,19540,,2,1,11495,132,205
2,3,18,003,258,23060,,1,1,126223,1755,2713
2,3,18,005,294,18020,,1,1,28669,282,436
2,3,18,007,320,29200,,1,2,3201,50,77
2,3,18,009,,,,,,4758,26,40
2,3,18,011,294,26900,,1,1,20319,436,674
2,3,18,013,294,26900,,1,2,6005,359,555
2,3,18,015,320,29200,,1,2,7600,53,82
2,3,18,017,,30900,,2,1,14307,158,245
2,3,18,019,350,31140,,1,1,41014,1002,1549
2,3,18,021,,45460,,1,1,10007,92,142
2,3,18,023,320,23140,,2,1,11874,80,124
2,3,18,025,,,,,,4126,23,35
2,3,18,027,,47780,,2,1,11222,169,262
2,3,18,029,178,17140,,1,2,18563,232,359
2,3,18,031,294,24700,,2,1,9503,90,139
2,3,18,033,258,12140,,2,1,15424,338,522
2,3,18,035,294,34620,,1,1,44704,531,820
2,3,18,037,,27540,,2,1,15620,220,340
2,3,18,039,515,21140,,1,1,69447,662,1023
2,3,18,041,458,18220,,2,1,8921,95,146
2,3,18,043,350,31140,,1,1,27456,702,1085
2,3,18,045,,,,,,6423,89,138
2,3,18,047,,,,,,8521,95,147
2,3,18,049,,,,,,7668,92,142
2,3,18,051,,,,,,12482,180,278
2,3,18,053,,31980,,2,1,25790,356,550
2,3,18,055,,,,,,12457,130,200
2,3,18,057,294,26900,,1,1,95220,2336,3610
2,3,18,059,294,26900,,1,1,25222,315,487
2,3,18,061,350,31140,,1,2,14886,238,368
2,3,18,063,294,26900,,1,1,53501,1360,2103
2,3,18,065,294,35220,,2,1,20121,111,171
2,3,18,067,316,29020,,1,1,30042,271,420
2,3,18,069,258,26540,,2,1,13766,76,117
2,3,18,071,294,42980,,2,1,15948,88,136
2,3,18,073,176,16980,23844,1,2,12337,220,340
2,3,18,075,,,,,,7611,60,93
2,3,18,077,350,31500,,2,1,12022,205,316
2,3,18,079,294,35860,,2,1,10483,139,215
2,3,18,081,294,26900,,1,1,50468,1267,1959
2,3,18,083,,47180,,2,1,15036,242,373
2,3,18,085,,47700,,2,1,28527,498,770
2,3,18,087,,,,,,12166,112,173
2,3,18,089,176,16980,23844,1,1,174858,3548,5485
2,3,18,091,176,33140,,1,1,44827,706,1092
2,3,18,093,144,13260,,2,1,17235,95,147
2,3,18,095,294,26900,,1,2,50011,1351,2088
2,3,18,097,294,26900,,1,1,323768,12648,19553
2,3,18,099,515,38500,,2,1,16930,206,318
2,3,18,101,,,,,,3903,21,33
2,3,18,103,316,37940,,2,1,15331,310,479
2,3,18,105,144,14020,,1,1,57797,853,1318
2,3,18,107,294,18820,,2,1,14672,174,268
2,3,18,109,294,26900,,1,1,25439,626,968
2,3,18,111,176,16980,23844,1,2,5478,68,106
2,3,18,113,258,28340,,2,1,17373,96,148
2,3,18,115,178,17140,,1,2,2395,30,46
2,3,18,117,,,,,,7311,40,62
2,3,18,119,144,14020,,1,2,8291,187,289
2,3,18,121,,,,,,6162,34,52
2,3,18,123,,,,,,8301,46,71
2,3,18,125,,27540,,2,2,4950,97,151
2,3,18,127,176,16980,23844,1,1,61101,1330,2056
2,3,18,129,,21780,,1,2,9635,67,104
2,3,18,131,,,,,,5070,82,126
2,3,18,133,294,26900,,1,2,15963,305,472
2,3,18,135,,,,,,9578,102,157
2,3,18,137,,,,,,10242,89,137
2,3,18,139,,,,,,6432,35,55
2,3,18,141,515,43780,,1,1,96096,1262,1951
2,3,18,143,350,31140,,1,2,8998,311,480
2,3,18,145,294,26900,,1,2,16463,412,637
2,3,18,147,,,,,,8029,74,114
2,3,18,149,,,,,,8722,48,74
2,3,18,151,258,11420,,2,1,13444,74,114
2,3,18,153,,45460,,1,2,9246,118,182
2,3,18,155,,,,,,3941,22,34
2,3,18,157,320,29200,,1,1,71185,656,1015
2,3,18,159,,,,,,5950,33,51
2,3,18,161,178,17140,,1,2,2729,52,80
2,3,18,163,,21780,,1,1,66765,701,1084
2,3,18,165,,45460,,1,2,5945,42,64
2,3,18,167,,45460,,1,1,42967,815,1259
2,3,18,169,,47340,,2,1,12156,141,219
2,3,18,171,,,,,,3241,61,94
2,3,18,173,,21780,,1,1,21707,252,390
2,3,18,175,350,31140,,1,2,10502,138,213
2,3,18,177,458,39980,,2,1,25160,599,926
2,3,18,179,258,23060,,1,2,10236,183,283
2,3,18,181,,,,,,9072,96,149
2,3,18,183,258,23060,,1,2,12501,148,228
2,4,19,001,,,,,,2932,16,25
2,4,19,003,,,,,,1538,8,13
2,4,19,005,,,,,,5601,31,48
2,4,19,007,,,,,,4821,27,41
2,4,19,009,,,,,,2270,29,45
2,4,19,011,168,16300,,1,2,9637,67,104
2,4,19,013,,47940,,1,1,49673,555,858
2,4,19,015,218,14340,,2,1,9889,54,84
2,4,19,017,,47940,,1,2,9189,174,270
2,4,19,019,,,,,,7536,41,64
2,4,19,021,,44740,,2,1,7707,42,66
2,4,19,023,,,,,,5561,31,47
2,4,19,025,,,,,,3988,22,34
2,4,19,027,,,,,,7500,92,142
2,4,19,029,,,,,,5113,28,43
2,4,19,031,,,,,,6861,86,132
2,4,19,033,,32380,,2,1,16674,92,142
2,4,19,035,,,,,,4689,26,40
2,4,19,037,,,,,,4724,26,40
2,4,19,039,,,,,,3550,20,30
2,4,19,041,,43980,,2,1,6189,152,235
2,4,19,043,,,,,,6889,51,79
2,4,19,045,209,17540,,2,1,18201,149,230
2,4,19,047,,,,,,6391,35,54
2,4,19,049,218,19780,,1,1,24002,236,364
2,4,19,051,,36900,,2,2,3028,69,106
2,4,19,053,,,,,,3171,32,50
2,4,19,055,,,,,,6611,36,56
2,4,19,057,,15460,,2,1,14835,201,310
2,4,19,059,,44020,,2,1,6701,106,164
2,4,19,061,,20220,,1,1,35260,352,543
2,4,19,063,,,,,,3934,22,33
2,4,19,065,,,,,,8006,175,271
2,4,19,067,,,,,,5920,33,50
2,4,19,069,,,,,,4042,49,76
2,4,19,071,,,,,,2781,24,38
2,4,19,073,,,,,,3405,19,29
2,4,19,075,,47940,,1,2,4615,32,50
2,4,19,077,218,19780,,1,2,4098,68,105
2,4,19,079,,,,,,5777,45,69
2,4,19,081,,,,,,4254,77,119
2,4,19,083,,,,,,6539,36,56
2,4,19,085,420,36540,,1,2,5508,39,60
2,4,19,087,,,,,,7935,95,147
2,4,19,089,,,,,,3507,19,30
2,4,19,091,,,,,,3654,20,31
2,4,19,093,,,,,,2640,15,22
2,4,19,095,,,,,,6154,34,52
2,4,19,097,,,,,,7441,131,202
2,4,19,099,218,35500,,2,1,14578,300,464
2,4,19,101,,21840,,2,1,7116,39,61
2,4,19,103,168,26980,,1,1,53256,625,965
2,4,19,105,168,16300,,1,2,8411,109,169
2,4,19,107,,,,,,3976,71,109
2,4,19,109,,,,,,5851,79,122
2,4,19,111,,22800,,2,1,13994,96,149
2,4,19,113,168,16300,,1,1,78756,1046,1616
2,4,19,115,,,,,,4269,38,58
2,4,19,117,,,,,,3325,18,28
2,4,19,119,,,,,,4109,23,35
2,4,19,121,218,19780,,1,2,5571,69,107
2,4,19,123,,36820,,2,1,8447,46,72
2,4,19,125,,,,,,12301,115,177
2,4,19,127,,32260,,2,1,15161,88,136
2,4,19,129,420,36540,,1,2,5555,96,149
2,4,19,131,,,,,,3988,26,41
2,4,19,133,,,,,,3529,32,50
2,4,19,135,,,,,,3065,17,26
2,4,19,137,,,,,,3916,30,46
2,4,19,139,209,34700,,2,1,15628,86,133
2,4,19,141,,,,,,5310,29,45
2,4,19,143,,,,,,2437,53,82
2,4,19,145,,,,,,6431,35,55
2,4,19,147,,,,,,3555,20,30
2,4,19,149,512,43580,,1,2,9081,77,119
2,4,19,151,,,,,,2791,15,24
2,4,19,153,218,19780,,1,1,158097,2616,4045
2,4,19,155,420,36540,,1,1,34157,613,948
2,4,19,157,,,,,,7098,57,89
2,4,19,159,,,,,,1848,36,56
2,4,19,161,,,,,,3882,34,53
2,4,19,163,209,19340,,1,1,61095,798,1234
2,4,19,165,,,,,,4513,25,38
2,4,19,167,,,,,,12462,84,130
2,4,19,169,218,11180,,1,1,38785,545,842
2,4,19,171,,,,,,6428,54,83
2,4,19,173,,,,,,2344,58,90
2,4,19,175,,,,,,4572,33,52
2,4,19,177,,,,,,2881,16,24
2,4,19,179,,36900,,2,1,13275,184,285
2,4,19,181,218,19780,,1,2,16624,162,251
2,4,19,183,168,26980,,1,2,7936,266,410
2,4,19,185,,,,,,2370,13,20
2,4,19,187,,22700,,2,1,14963,181,280
2,4,19,189,,,,,,4167,116,179
2,4,19,191,,,,,,8262,75,117
2,4,19,193,512,43580,,1,1,36640,316,489
2,4,19,195,,32380,,2,2,2949,16,25
2,4,19,197,,,,,,5012,28,43
2,4,20,001,,,,,,4897,27,42
2,4,20,003,,,,,,3013,17,26
2,4,20,005,312,11860,,2,1,6084,33,52
2,4,20,007,,,,,,1905,10,16
2,4,20,009,,24460,,2,1,10172,108,166
2,4,20,011,,,,,,5509,64,98
2,4,20,013,,,,,,3584,24,37
2,4,20,015,556,48620,,1,2,24077,220,340
2,4,20,017,,,,,,1088,6,9
2,4,20,019,,,,,,1451,8,12
2,4,20,021,,,,,,7861,140,216
2,4,20,023,,,,,,1046,6,9
2,4,20,025,,,,,,759,48,74
2,4,20,027,,,,,,3193,27,41
2,4,20,029,,,,,,3630,20,31
2,4,20,031,,,,,,3193,49,75
2,4,20,033,,,,,,690,12,19
2,4,20,035,556,11680,,2,1,13549,146,225
2,4,20,037,,38260,,2,1,15048,97,150
2,4,20,039,,,,,,1223,7,10
2,4,20,041,,,,,,7213,40,61
2,4,20,043,312,41140,,1,2,3114,33,51
2,4,20,045,312,29940,,1,1,45206,563,870
2,4,20,047,,,,,,1180,29,45
2,4,20,049,,,,,,1088,6,9
2,4,20,051,,25700,,2,1,11180,61,95
2,4,20,053,,,,,,3006,45,70
2,4,20,055,,23780,,2,1,12712,70,108
2,4,20,057,,19980,,2,1,12117,67,103
2,4,20,059,312,36840,,2,1,9380,52,80
2,4,20,061,358,27920,,2,1,12294,101,156
2,4,20,063,,,,,,1070,6,9
2,4,20,065,,,,,,1015,6,9
2,4,20,067,,,,,,2754,15,23
2,4,20,069,,,,,,2066,11,18
2,4,20,071,,,,,,460,30,46
2,4,20,073,,,,,,2505,14,21
2,4,20,075,,,,,,1050,6,9
2,4,20,077,,,,,,2236,25,38
2,4,20,079,556,48620,,1,2,12462,191,296
2,4,20,081,,,,,,1446,28,43
2,4,20,083,,,,,,724,4,6
2,4,20,085,,45820,,1,2,4854,41,63
2,4,20,087,,45820,,1,2,7163,93,144
2,4,20,089,,,,,,1259,15,24
2,4,20,091,312,28140,,1,1,196449,4843,7487
2,4,20,093,,23780,,2,2,1389,23,36
2,4,20,095,556,48620,,1,2,2980,21,32
2,4,20,097,,,,,,992,5,8
2,4,20,099,,37660,,2,1,7899,43,67
2,4,20,101,,,,,,630,15,23
2,4,20,103,312,28140,,1,2,31227,691,1067
2,4,20,105,,,,,,1188,7,10
2,4,20,107,312,28140,,1,2,3692,46,71
2,4,20,109,,,,,,1061,6,9
2,4,20,111,,21380,,2,1,12457,69,106
2,4,20,113,,32700,,2,1,10994,60,93
2,4,20,115,,,,,,4781,31,48
2,4,20,117,,,,,,3805,29,46
2,4,20,119,,,,,,1610,9,14
2,4,20,121,312,28140,,1,2,11790,166,256
2,4,20,123,,,,,,2533,14,22
2,4,20,125,,17700,,2,1,12880,120,186
2,4,20,127,,,,,,2278,52,81
2,4,20,129,,,,,,1169,6,10
2,4,20,131,,,,,,3739,21,32
2,4,20,133,,,,,,6105,34,52
2,4,20,135,,,,,,1194,7,10
2,4,20,137,,,,,,2714,15,23
2,4,20,139,,45820,,1,2,6050,42,65
2,4,20,141,,,,,,1491,8,13
2,4,20,143,,41460,,2,2,2316,50,78
2,4,20,145,,,,,,3195,18,27
2,4,20,147,,,,,,2082,58,90
2,4,20,149,358,31740,,1,2,7588,60,93
2,4,20,151,,,,,,3582,28,44
2,4,20,153,,,,,,1039,6,9
2,4,20,155,,26740,,2,1,24590,224,346
2,4,20,157,,,,,,1928,31,48
2,4,20,159,,,,,,3822,83,128
2,4,20,161,358,31740,,1,1,31690,321,497
2,4,20,163,,,,,,1979,11,17
2,4,20,165,,,,,,1299,7,11
2,4,20,167,,,,,,2772,15,24
2,4,20,169,,41460,,2,1,20495,216,334
2,4,20,171,,,,,,1856,100,154
2,4,20,173,556,48620,,1,1,178839,2213,3422
2,4,20,175,,30580,,2,1,8175,206,318
2,4,20,177,,45820,,1,1,63907,623,963
2,4,20,179,,,,,,979,5,8
2,4,20,181,,,,,,2400,13,20
2,4,20,183,,,,,,1494,25,39
2,4,20,185,,,,,,1636,9,14
2,4,20,187,,,,,,727,4,6
2,4,20,189,,,,,,1949,11,17
2,4,20,191,556,48620,,1,2,8754,61,95
2,4,20,193,,,,,,2965,16,25
2,4,20,195,,,,,,1165,34,53
2,4,20,197,,45820,,1,2,2664,19,29
2,4,20,199,,,,,,594,3,5
2,4,20,201,,,,,,2253,12,19
2,4,20,203,,,,,,802,4,7
2,4,20,205,,,,,,3442,19,29
2,4,20,207,,,,,,1301,7,11
2,4,20,209,312,28140,,1,1,55369,1298,2007
3,6,21,001,,,,,,7123,39,61
3,6,21,003,150,14540,,1,2,7418,52,80
3,6,21,005,336,23180,,2,2,7656,118,183
3,6,21,007,424,37140,,2,2,3158,17,27
3,6,21,009,150,23980,,2,1,15400,207,320
3,6,21,011,336,34460,,2,2,4236,33,50
3,6,21,013,,33180,,2,1,10548,58,90
3,6,21,015,178,17140,,1,1,42638,858,1326
3,6,21,017,336,30460,,1,2,7282,99,153
3,6,21,019,170,26580,,1,1,19061,325,502
3,6,21,021,,19220,,2,1,11046,104,161
3,6,21,023,178,17140,,1,2,3160,107,166
3,6,21,025,,,,,,5343,29,45
3,6,21,027,,,,,,7581,77,120
3,6,21,029,350,31140,,1,1,27791,632,976
3,6,21,031,150,14540,,1,2,4866,69,107
3,6,21,033,,,,,,4797,26,41
3,6,21,035,,34660,,2,1,14625,333,515
3,6,21,037,178,17140,,1,1,33817,891,1378
3,6,21,039,,,,,,1896,10,16
3,6,21,041,,,,,,4090,22,35
3,6,21,043,,,,,,10384,91,141
3,6,21,045,,,,,,5917,33,50
3,6,21,047,,17300,,1,2,27422,235,363
3,6,21,049,336,30460,,1,2,13144,92,142
3,6,21,051,,,,,,9178,118,182
3,6,21,053,,,,,,3811,21,32
3,6,21,055,,,,,,3563,20,30
3,6,21,057,,,,,,2577,14,22
3,6,21,059,,36980,,1,1,35027,596,921
3,6,21,061,150,14540,,1,2,4747,33,51
3,6,21,063,,,,,,3555,20,30
3,6,21,065,,,,,,5547,40,61
3,6,21,067,336,30460,,1,1,115444,2455,3796
3,6,21,069,,,,,,5261,103,159
3,6,21,071,,,,,,14782,305,472
3,6,21,073,336,23180,,2,1,18566,222,344
3,6,21,075,362,46460,,2,2,2590,14,22
3,6,21,077,178,17140,,1,2,3063,38,59
3,6,21,079,,,,,,6291,49,76
3,6,21,081,178,17140,,1,2,8773,110,170
3,6,21,083,424,32460,,2,1,13641,116,180
3,6,21,085,,,,,,9584,100,154
3,6,21,087,,,,,,4227,23,36
3,6,21,089,170,26580,,1,1,13664,117,180
3,6,21,091,,36980,,1,2,3244,23,35
3,6,21,093,350,21060,,1,1,38758,479,740
3,6,21,095,,,,,,10760,59,91
3,6,21,097,,,,,,6836,204,316
3,6,21,099,,,,,,6723,115,178
3,6,21,101,,21780,,1,1,16784,276,427
3,6,21,103,350,31140,,1,2,5637,118,182
3,6,21,105,,,,,,1818,10,15
3,6,21,107,,31580,,2,1,17270,218,336
3,6,21,109,,,,,,5016,104,162
3,6,21,111,350,31140,,1,1,272362,10791,16682
3,6,21,113,336,30460,,1,2,17497,122,189
3,6,21,115,,,,,,8783,48,75
3,6,21,117,178,17140,,1,1,58755,1837,2839
3,6,21,119,,,,,,6227,106,164
3,6,21,121,,30940,,2,1,11520,63,98
3,6,21,123,350,21060,,1,2,5319,37,58
3,6,21,125,,30940,,2,1,21720,230,356
3,6,21,127,,,,,,5943,92,143
3,6,21,129,,,,,,3256,50,77
3,6,21,131,,,,,,4297,24,37
3,6,21,133,,,,,,9149,145,225
3,6,21,135,,,,,,5284,29,45
3,6,21,137,,19220,,2,2,8951,49,76
3,6,21,139,424,37140,,2,2,3685,20,31
3,6,21,141,,,,,,9819,93,144
3,6,21,143,,,,,,3977,57,88
3,6,21,145,424,37140,,2,1,23968,365,564
3,6,21,147,,,,,,7791,43,66
3,6,21,149,,36980,,1,2,3525,42,65
3,6,21,151,336,40080,,2,1,31664,424,655
3,6,21,153,,,,,,4925,27,42
3,6,21,155,,,,,,7790,177,273
3,6,21,157,,,,,,12080,66,103
3,6,21,159,,,,,,5648,31,48
3,6,21,161,178,32500,,2,1,6248,53,82
3,6,21,163,350,21060,,1,2,10614,74,115
3,6,21,165,336,34460,,2,2,2478,14,21
3,6,21,167,,,,,,7807,52,80
3,6,21,169,150,23980,,2,2,3779,21,32
3,6,21,171,,,,,,4161,23,35
3,6,21,173,336,34460,,2,1,9865,54,84
3,6,21,175,,,,,,6220,54,83
3,6,21,177,,,,,,12303,189,292
3,6,21,179,350,12680,,2,1,15732,424,655
3,6,21,181,,,,,,2627,54,84
3,6,21,183,,,,,,8795,132,204
3,6,21,185,350,31140,,1,1,23625,724,1120
3,6,21,187,,,,,,4022,22,34
3,6,21,189,,,,,,1809,10,15
3,6,21,191,178,17140,,1,2,5548,69,107
3,6,21,193,,,,,,10771,88,137
3,6,21,195,,,,,,24355,215,332
3,6,21,197,,,,,,4684,26,40
3,6,21,199,,43700,,2,1,23639,196,303
3,6,21,201,,,,,,866,5,7
3,6,21,203,336,40080,,2,2,6419,68,106
3,6,21,205,,,,,,8954,207,319
3,6,21,207,,,,,,6643,37,56
3,6,21,209,336,30460,,1,2,17086,141,217
3,6,21,211,350,31140,,1,2,15319,424,655
3,6,21,213,,,,,,6272,34,53
3,6,21,215,350,31140,,1,2,6434,113,175
3,6,21,217,,15820,,2,1,9050,150,231
3,6,21,219,,,,,,4437,24,38
3,6,21,221,,17300,,1,2,5379,38,58
3,6,21,223,350,31140,,1,2,3325,42,64
3,6,21,225,,,,,,6056,186,288
3,6,21,227,150,14540,,1,1,43015,402,621
3,6,21,229,,,,,,4375,105,162
3,6,21,231,,,,,,7976,44,68
3,6,21,233,,,,,,5133,28,44
3,6,21,235,,30940,,2,1,12986,71,110
3,6,21,237,,,,,,2667,15,23
3,6,21,239,336,30460,,1,2,9299,150,232
3,7,22,001,318,29180,,1,2,21481,175,271
3,7,22,003,,,,,,11885,65,101
3,7,22,005,,12940,,1,1,38177,433,670
3,7,22,007,,,,,,8557,47,73
3,7,22,009,,,,,,15798,252,390
3,7,22,011,217,19760,,2,1,13506,74,115
3,7,22,013,,,,,,5130,50,78
3,7,22,015,,43340,,1,1,43388,304,470
3,7,22,017,,43340,,1,1,89700,1194,1845
3,7,22,019,,29340,,1,1,69511,696,1076
3,7,22,021,,,,,,4002,67,103
3,7,22,023,,29340,,1,2,2493,54,83
3,7,22,025,,,,,,4284,24,36
3,7,22,027,,,,,,7850,43,67
3,7,22,029,,35020,,2,1,7830,43,67
3,7,22,031,,43340,,1,2,9482,66,103
3,7,22,033,,12940,,1,1,159782,1892,2924
3,7,22,035,,,,,,3167,17,27
3,7,22,037,,12940,,1,2,8678,120,186
3,7,22,039,,,,,,12410,114,176
3,7,22,041,,,,,,7319,40,62
3,7,22,043,,10780,,1,2,9865,114,176
3,7,22,045,318,29180,,1,1,25879,517,800
3,7,22,047,,12940,,1,1,13220,114,177
3,7,22,049,,,,,,6333,35,54
3,7,22,051,406,35380,,1,1,161443,3528,5454
3,7,22,053,,,,,,11126,66,102
3,7,22,055,318,29180,,1,1,82022,1195,1847
3,7,22,057,,26380,,1,1,35576,309,478
3,7,22,059,,,,,,5940,74,114
3,7,22,061,384,40820,,2,1,17732,195,301
3,7,22,063,,12940,,1,1,46347,640,989
3,7,22,065,,,,,,4458,25,38
3,7,22,067,384,12820,,2,1,9771,54,83
3,7,22,069,,35060,,2,1,13827,108,166
3,7,22,071,406,35380,,1,1,133774,7018,10848
3,7,22,073,384,33740,,1,1,53497,629,972
3,7,22,075,406,35380,,1,1,8363,105,162
3,7,22,077,,12940,,1,2,8219,58,89
3,7,22,079,,10780,,1,1,46499,662,1023
3,7,22,081,,,,,,3176,17,27
3,7,22,083,,,,,,7285,77,119
3,7,22,085,,,,,,9029,121,188
3,7,22,087,406,35380,,1,1,14312,410,634
3,7,22,089,406,35380,,1,1,18844,345,533
3,7,22,091,,12940,,1,2,4043,28,44
3,7,22,093,406,35380,,1,2,7775,331,512
3,7,22,095,406,35380,,1,1,15940,337,520
3,7,22,097,318,36660,,2,1,28522,157,243
3,7,22,099,318,29180,,1,2,18860,299,463
3,7,22,101,318,34020,,2,1,19848,109,169
3,7,22,103,406,35380,,1,2,84700,1611,2490
3,7,22,105,406,25220,,1,1,43685,353,546
3,7,22,107,,,,,,1777,10,15
3,7,22,109,,26380,,1,1,40688,626,968
3,7,22,111,384,33740,,1,2,8494,78,120
3,7,22,113,318,29180,,1,2,20421,143,221
3,7,22,115,217,22860,,2,1,19767,109,168
3,7,22,117,406,14220,,2,1,17062,146,225
3,7,22,119,,43340,,1,2,14969,105,162
3,7,22,121,,12940,,1,1,8774,95,146
3,7,22,123,,,,,,4395,24,37
3,7,22,125,,12940,,1,2,8820,62,95
3,7,22,127,,,,,,6294,35,54
1,1,23,001,438,30340,,1,1,40307,834,1290
1,1,23,003,,,,,,27848,290,449
1,1,23,005,438,38860,,1,1,107601,2832,4379
1,1,23,007,,,,,,11965,234,362
1,1,23,009,,,,,,21690,440,680
1,1,23,011,,12300,,2,1,46681,850,1313
1,1,23,013,,,,,,15774,395,610
1,1,23,015,,,,,,13554,319,494
1,1,23,017,,,,,,22436,233,360
1,1,23,019,,12620,,1,1,60474,799,1234
1,1,23,021,,,,,,6936,112,173
1,1,23,023,438,38860,,1,2,13326,149,230
1,1,23,025,,,,,,20103,210,324
1,1,23,027,,,,,,14851,209,323
1,1,23,029,,,,,,12850,128,198
1,1,23,031,438,38860,,1,1,75235,1715,2651
3,5,24,001,,19060,,1,1,31693,581,898
3,5,24,003,548,12580,,1,1,205323,5111,7900
3,5,24,005,548,12580,,1,1,294035,7289,11268
3,5,24,009,548,47900,47894,1,2,32402,963,1488
3,5,24,011,,,,,,11872,80,124
3,5,24,013,548,12580,,1,2,62103,1197,1850
3,5,24,015,428,37980,48864,1,1,37643,595,920
3,5,24,017,548,47900,47894,1,2,52186,1620,2504
3,5,24,019,548,15700,,2,1,12046,128,197
3,5,24,021,548,47900,43524,1,2,86393,2183,3374
3,5,24,023,,,,,,11536,87,134
3,5,24,025,548,12580,,1,2,90313,2687,4153
3,5,24,027,548,12580,,1,1,105633,2058,3181
