family_income,gpa,parent_avg_age
31961.0,2.98,31
21762.0,2.63,41
95741.0,3.53,56
18374.0,2.37,31
33918.0,2.78,42
47627.0,2.85,46
20284.0,2.81,59
36942.0,3.01,61
55336.0,3.2,36
25618.0,2.49,32
64347.0,3.58,54
14380.0,2.43,50
49052.0,3.41,36
39168.0,2.91,47
20392.0,2.74,51
43706.0,3.18,62
25968.0,2.99,39
49908.0,3.12,48
36879.0,2.69,56
32123.0,3.11,51
18357.0,2.74,44
71233.0,3.51,44
26119.0,3.08,57
44225.0,3.0,42
12103.0,2.52,47
45566.0,3.09,31
60871.0,3.08,33
54479.0,2.95,44
43688.0,3.42,65
51626.0,3.14,43
29600.0,3.03,37
33269.0,3.34,38
89642.0,3.48,63
39932.0,2.91,61
18712.0,2.61,61
36548.0,2.82,38
60610.0,3.57,50
33734.0,2.75,60
32444.0,3.31,44
23897.0,2.46,63
63664.0,3.17,33
76122.0,3.27,53
21881.0,2.84,34
78016.0,3.26,45
36640.0,3.44,31
38877.0,2.9,61
50643.0,3.26,54
42645.0,2.82,42
28948.0,2.84,47
87951.0,3.44,44
17650.0,2.68,53
19639.0,2.49,61
25307.0,2.7,57
23795.0,3.02,31
25972.0,3.06,60
32655.0,2.94,61
57277.0,3.15,35
17833.0,2.53,35
39407.0,3.09,38
45665.0,3.36,57
31604.0,2.96,56
39854.0,3.31,48
11081.0,2.4,31
25349.0,2.82,37
41923.0,2.81,41
23827.0,3.14,36
33648.0,2.85,52
17594.0,2.68,61
56845.0,3.45,56
53640.0,3.05,36
19773.0,2.9,50
56452.0,3.26,33
45665.0,2.8,52
46661.0,3.05,62
59130.0,3.06,43
36731.0,3.2,49
25186.0,2.99,38
26686.0,2.72,65
69069.0,3.27,45
44391.0,2.98,33
35282.0,3.13,48
40169.0,3.3,60
21829.0,3.02,55
52402.0,2.97,32
72147.0,3.26,43
66320.0,3.09,56
54550.0,3.06,30
18781.0,2.9,33
62490.0,3.28,46
26502.0,3.25,54
52839.0,2.96,32
24853.0,2.74,41
76103.0,3.28,48
25450.0,2.67,49
16716.0,2.83,32
66243.0,3.25,34
38102.0,3.07,59
28321.0,3.08,50
21568.0,2.95,47
57578.0,3.15,42
55952.0,3.02,32
14422.0,2.42,40
31806.0,3.01,40
43068.0,2.99,35
30307.0,3.17,60
55627.0,3.04,50
50595.0,3.09,40
63051.0,3.2,51
32426.0,2.66,50
58415.0,3.04,55
51338.0,3.32,43
50321.0,3.04,33
11340.0,2.57,66
27883.0,3.19,42
15245.0,2.39,45
32709.0,3.03,38
36162.0,2.9,50
46773.0,3.0,55
50278.0,3.03,54
17127.0,2.76,44
18541.0,2.66,36
30472.0,3.16,32
33932.0,2.91,32
20495.0,2.79,57
31488.0,2.98,30
33997.0,3.08,35
54859.0,3.22,61
59396.0,3.37,52
65304.0,3.17,61
58110.0,3.14,64
64610.0,3.22,48
22567.0,2.81,63
43900.0,2.92,31
36574.0,2.97,41
26074.0,3.13,47
41780.0,2.77,57
29703.0,3.14,31
6151.0,2.23,44
16897.0,2.73,66
39186.0,3.36,47
48105.0,3.04,55
56262.0,3.35,63
70545.0,3.15,62
50450.0,3.0,46
54671.0,3.08,47
65868.0,3.51,42
69420.0,3.24,60
39551.0,2.91,60
45181.0,2.8,38
18484.0,2.53,57
55373.0,3.17,35
40327.0,3.4,40
49054.0,2.86,61
4512.0,2.17,39
27573.0,2.74,51
40183.0,2.88,60
22402.0,3.08,66
56313.0,3.19,54
43922.0,2.89,45
56389.0,3.33,59
71943.0,3.44,56
30252.0,2.96,44
35358.0,2.68,50
32553.0,3.16,59
48275.0,3.02,39
45964.0,3.21,37
24861.0,3.17,66
35799.0,3.09,53
65350.0,3.2,55
67657.0,3.34,46
70922.0,3.56,36
30227.0,3.27,45
27333.0,3.02,33
15507.0,2.33,43
40273.0,2.89,60
52893.0,3.03,57
8479.0,2.36,48
51237.0,3.09,44
61274.0,3.3,47
29550.0,3.32,35
45625.0,3.25,37
79561.0,3.32,41
13430.0,2.42,44
53216.0,3.18,62
25458.0,3.1,56
62882.0,3.34,61
21030.0,2.61,34
27292.0,2.99,35
53672.0,3.11,32
29207.0,2.75,53
46343.0,3.38,37
24282.0,2.99,51
23238.0,2.83,34
20711.0,2.92,43
45485.0,2.97,37
39395.0,2.75,35
47928.0,3.21,45
45278.0,3.16,30
87960.0,3.45,63
21516.0,2.7,43
28115.0,3.33,59
47341.0,3.37,34
64443.0,3.29,64
27288.0,3.25,31
32005.0,2.92,47
34615.0,2.84,55
13740.0,2.42,47
24998.0,2.89,42
17837.0,2.66,34
28592.0,2.96,59
28411.0,2.76,52
14327.0,2.44,38
39101.0,2.91,48
48993.0,2.91,50
22875.0,2.71,35
29526.0,3.37,42
25109.0,2.83,42
29419.0,2.94,58
66580.0,3.2,54
26165.0,2.76,33
50129.0,2.95,37
31977.0,2.91,58
60274.0,3.29,36
10586.0,2.43,30
37275.0,2.69,43
40097.0,2.82,32
32516.0,2.85,49
35361.0,2.72,39
82848.0,3.6,61
30673.0,3.43,60
86021.0,3.38,64
11609.0,2.46,44
21171.0,2.65,62
61049.0,3.41,38
57088.0,3.93,40
26355.0,2.65,41
48500.0,3.13,58
41862.0,2.93,65
65094.0,3.15,56
32713.0,2.94,30
44044.0,2.8,60
63830.0,3.21,43
18627.0,2.81,32
48152.0,2.94,43
34962.0,2.77,54
26377.0,2.63,53
80548.0,3.33,59
61162.0,3.64,35
36698.0,3.43,46
25954.0,2.94,56
47312.0,3.23,57
71763.0,3.25,43
56066.0,3.08,54
50926.0,3.07,59
25456.0,2.87,37
46564.0,2.87,41
47712.0,3.1,65
60620.0,3.03,51
48071.0,2.86,48
51749.0,3.24,56
35526.0,3.26,30
11313.0,2.49,59
81524.0,3.37,45
33793.0,2.93,61
45333.0,2.93,32
40200.0,2.71,31
21382.0,2.94,33
43196.0,2.79,37
71122.0,3.43,44
48159.0,3.52,36
15601.0,2.72,32
21293.0,2.73,59
9438.0,2.39,65
37319.0,2.95,58
76418.0,3.34,49
48809.0,3.8,59
30303.0,2.99,64
23674.0,2.58,60
23754.0,3.0,44
16326.0,2.66,33
28433.0,2.9,44
49552.0,3.38,31
26586.0,2.85,54
33267.0,3.0,47
100904.0,3.85,63
51496.0,2.95,41
24171.0,3.02,41
96342.0,3.6,66
62930.0,3.28,47
28270.0,3.16,57
46172.0,3.54,64
14936.0,2.75,40
88309.0,3.78,48
60242.0,3.25,41
49893.0,3.1,36
30790.0,3.06,55
23917.0,3.13,61
18248.0,2.44,65
11445.0,2.51,43
24810.0,2.64,63
51416.0,3.11,53
45195.0,3.02,30
14750.0,2.71,32
52460.0,3.03,63
22366.0,2.73,47
41910.0,3.06,37
30398.0,2.61,54
58246.0,3.18,39
32058.0,2.84,45
34713.0,3.21,61
29783.0,2.58,32
64419.0,3.11,37
44692.0,2.87,64
94973.0,3.48,36
33847.0,3.26,41
14799.0,2.57,38
13536.0,2.35,53
37247.0,3.51,50
89847.0,3.48,66
54780.0,2.98,65
23463.0,2.71,56
33358.0,2.93,64
15718.0,2.51,55
33255.0,3.12,63
37690.0,3.11,41
39018.0,2.81,53
42330.0,3.03,46
57504.0,3.16,65
31105.0,3.16,47
39236.0,2.91,38
21800.0,2.84,37
51228.0,2.94,35
15838.0,2.33,61
27464.0,3.27,45
32556.0,3.26,50
46568.0,2.96,58
32133.0,2.66,44
31422.0,2.8,47
23912.0,2.87,56
64191.0,3.32,41
39398.0,2.83,41
56339.0,3.21,53
14339.0,2.52,65
43814.0,3.1,58
42584.0,2.99,61
26938.0,2.77,43
53188.0,3.05,34
38171.0,2.92,44
41352.0,2.9,63
37385.0,3.16,52
34144.0,2.63,53
39720.0,3.06,62
54224.0,2.92,58
23807.0,2.55,44
53260.0,2.94,34
53834.0,2.97,56
31188.0,3.17,33
25172.0,2.66,48
81642.0,3.36,52
65264.0,3.7,54
27810.0,3.3,33
37658.0,3.09,58
39711.0,3.13,36
28289.0,3.1,47
21484.0,2.93,30
25402.0,2.95,54
63428.0,3.08,37
71518.0,3.17,32
14123.0,2.66,46
74157.0,3.55,64
53751.0,3.51,30
41671.0,3.19,48
37191.0,2.68,43
44031.0,2.96,54
66889.0,3.57,38
23201.0,2.63,57
30723.0,2.72,46
41407.0,3.08,57
46039.0,3.26,55
72026.0,3.18,39
42102.0,3.48,34
22406.0,2.52,65
41910.0,3.61,45
10818.0,2.33,65
15122.0,2.45,40
78830.0,3.27,36
12230.0,2.55,36
18634.0,2.72,45
14361.0,2.56,57
41560.0,2.88,38
44917.0,3.07,32
108492.0,3.68,60
65794.0,3.23,61
32856.0,3.36,38
43583.0,3.69,58
26909.0,2.9,35
30803.0,3.19,50
18752.0,2.67,34
17034.0,2.84,37
51473.0,3.44,54
32608.0,3.49,30
30717.0,2.8,50
49603.0,3.15,31
52128.0,3.0,31
39163.0,3.28,51
42762.0,3.09,39
53576.0,3.23,43
27310.0,2.73,45
27798.0,3.03,52
23665.0,2.65,46
27233.0,3.1,55
4005.0,2.18,65
31526.0,3.12,60
19220.0,2.49,59
26751.0,3.01,44
49250.0,3.21,30
44201.0,3.23,59
72374.0,3.23,57
34684.0,2.63,66
25765.0,2.81,58
72531.0,3.29,58
27229.0,3.22,56
21291.0,2.79,47
31364.0,2.86,62
40943.0,2.96,48
48538.0,3.32,55
44351.0,3.22,45
48497.0,3.08,35
44122.0,3.17,33
37760.0,2.81,56
36770.0,3.11,57
63443.0,3.06,55
18351.0,2.57,34
49932.0,2.9,43
22277.0,2.89,55
22602.0,2.93,50
72014.0,3.31,32
23975.0,2.5,56
32604.0,3.13,62
35208.0,2.93,36
30743.0,3.02,52
49956.0,2.99,49
31433.0,2.66,32
61972.0,3.03,55
29277.0,2.96,32
44531.0,2.97,45
46580.0,3.16,65
56740.0,3.18,42
33851.0,3.3,65
24003.0,3.05,66
9224.0,2.37,56
47066.0,3.26,63
14768.0,2.7,42
12685.0,2.4,30
69976.0,3.8,51
33026.0,2.97,51
31271.0,2.8,45
30173.0,3.26,65
14406.0,2.53,38
56137.0,3.27,50
16230.0,2.45,53
88211.0,3.41,50
58220.0,3.59,61
23112.0,2.67,35
15072.0,2.6,63
12421.0,2.3,40
22975.0,3.02,37
17250.0,2.62,60
44799.0,3.06,31
45392.0,3.02,35
105878.0,3.61,32
21889.0,2.8,31
51564.0,3.05,30
49010.0,2.99,57
38416.0,2.87,57
65641.0,3.12,48
28739.0,2.69,43
11256.0,2.36,32
61392.0,3.41,58
58306.0,3.01,51
50007.0,2.93,52
67049.0,3.12,36
21713.0,2.96,66
26710.0,3.15,59
47823.0,3.21,61
51061.0,2.96,35
43522.0,2.88,64
16546.0,2.65,30
48860.0,3.13,58
39837.0,3.24,65
18218.0,2.91,63
28641.0,3.33,60
14132.0,2.27,66
24533.0,2.89,35
37088.0,2.79,58
32621.0,2.82,31
21167.0,2.49,66
41099.0,3.23,31
26646.0,2.57,51
32106.0,2.62,65
41278.0,3.05,32
26874.0,3.28,53
19684.0,2.56,43
41872.0,2.81,37
12683.0,2.56,35
110229.0,3.66,36
23672.0,2.76,53
29857.0,3.34,44
47194.0,2.95,45
27899.0,3.15,57
24807.0,2.83,52
68157.0,3.35,30
48321.0,3.01,42
28986.0,2.94,57
34507.0,2.95,65
16465.0,2.72,36
22981.0,2.83,35
62315.0,3.18,34
46888.0,2.97,31
38657.0,2.86,45
44155.0,3.09,50
41467.0,2.92,33
66359.0,3.17,43
46299.0,3.22,34
31895.0,2.81,58
36906.0,3.43,54
61218.0,3.28,58
25172.0,2.8,60
51349.0,3.29,62
30595.0,3.04,55
43339.0,3.27,40
112295.0,3.73,60
80183.0,3.32,49
32332.0,3.4,46
51093.0,3.08,58
96308.0,3.51,33
46416.0,2.96,38
102765.0,3.61,50
12808.0,2.47,58
38186.0,2.75,54
14560.0,2.61,57
41109.0,3.51,58
27086.0,2.97,40
57242.0,3.11,49
21903.0,2.79,45
28712.0,2.95,45
47021.0,2.93,57
34190.0,2.74,31
35120.0,2.95,35
19833.0,2.8,64
32007.0,2.73,51
72390.0,3.44,66
59156.0,3.07,64
26765.0,2.59,51
88121.0,3.44,45
18529.0,2.82,30
17330.0,2.44,51
72194.0,3.29,48
27525.0,2.96,60
51886.0,3.0,47
40945.0,3.31,37
18518.0,2.86,61
17103.0,2.87,38
22751.0,2.79,30
50946.0,3.43,63
29108.0,2.69,39
41960.0,2.91,30
94999.0,3.56,42
12747.0,2.62,41
63678.0,3.27,64
44661.0,2.8,38
38492.0,2.86,34
26143.0,3.07,45
26392.0,2.94,35
74542.0,3.3,50
31570.0,3.1,46
43363.0,3.33,35
50448.0,2.88,36
23701.0,2.79,57
25282.0,2.57,56
43912.0,3.23,52
36509.0,2.72,55
46924.0,3.07,44
71124.0,3.31,53
28796.0,3.13,56
168.0,2.01,45
55961.0,3.17,55
11906.0,2.38,52
57570.0,3.14,39
22745.0,2.6,47
50725.0,3.02,60
24591.0,2.96,38
46961.0,3.01,30
38624.0,3.02,32
56490.0,3.2,66
10083.0,2.37,35
25462.0,2.66,47
27454.0,2.71,57
28578.0,2.89,37
52543.0,3.24,33
26989.0,3.19,48
31406.0,2.89,53
33346.0,2.72,46
59237.0,3.17,60
11017.0,2.29,37
65373.0,3.12,39
53311.0,3.13,50
67375.0,3.4,44
41516.0,3.34,30
95384.0,3.68,55
32908.0,3.18,34
30158.0,3.0,66
25794.0,2.88,41
44550.0,2.85,52
35184.0,2.91,66
56367.0,3.01,47
23508.0,2.79,32
28884.0,3.02,62
44781.0,2.93,64
60850.0,3.12,46
77343.0,3.5,32
62950.0,3.29,37
46323.0,2.89,37
28312.0,2.87,58
49476.0,2.96,53
53469.0,3.21,62
45592.0,3.15,45
54633.0,3.0,62
27275.0,2.96,58
58834.0,3.05,43
35896.0,2.68,64
62374.0,3.33,53
57034.0,3.38,51
55000.0,3.11,36
16406.0,2.39,34
33904.0,3.31,64
23594.0,2.54,50
58359.0,3.45,37
46835.0,2.84,44
52362.0,2.91,45
82763.0,3.33,30
12941.0,2.59,57
34853.0,2.96,34
29500.0,2.87,47
30324.0,2.8,49
40330.0,3.19,36
42674.0,3.14,65
20659.0,2.99,49
31098.0,2.73,30
41743.0,3.03,32
54435.0,3.41,39
27036.0,2.57,38
71976.0,3.31,63
33177.0,3.15,35
42535.0,2.93,66
56478.0,3.35,33
8280.0,2.34,37
43473.0,2.89,62
55684.0,3.36,49
26487.0,2.79,53
18191.0,2.62,66
36573.0,2.76,35
61679.0,3.3,57
48323.0,3.07,62
27832.0,2.97,59
79188.0,3.32,42
25647.0,3.1,32
31766.0,2.96,53
20488.0,2.5,52
25737.0,2.92,66
41999.0,3.01,65
17013.0,2.8,30
80487.0,3.33,48
38767.0,3.2,57
15588.0,2.73,65
29879.0,2.97,48
49956.0,3.34,39
39903.0,2.81,39
17574.0,2.67,31
37749.0,2.91,42
17747.0,2.78,36
40863.0,2.94,62
53978.0,3.11,47
36020.0,2.77,46
43312.0,2.99,45
33895.0,3.06,66
42012.0,3.42,31
21079.0,2.57,32
54156.0,3.09,32
3824.0,2.14,49
42051.0,3.43,56
19422.0,2.91,36
44411.0,2.97,58
59830.0,3.13,43
18639.0,2.74,45
67012.0,3.34,34
27997.0,2.86,34
52020.0,2.89,30
12990.0,2.4,61
61563.0,3.23,46
25467.0,2.87,63
39613.0,2.89,58
32090.0,2.88,38
36581.0,2.74,55
100459.0,3.59,66
61217.0,3.02,44
46585.0,2.98,64
35553.0,3.25,51
16979.0,2.59,52
38964.0,3.12,57
39848.0,2.95,65
57158.0,3.14,54
62663.0,3.13,54
24283.0,3.04,30
34338.0,3.33,54
20484.0,2.71,39
59862.0,3.12,43
66877.0,3.17,65
73403.0,3.41,50
27482.0,2.9,54
44192.0,3.19,41
43073.0,3.08,51
48026.0,3.08,59
79620.0,3.34,30
54969.0,3.18,32
42465.0,2.91,46
46379.0,2.98,31
38314.0,3.0,44
47549.0,2.94,52
16665.0,2.46,65
82466.0,3.82,59
23560.0,2.63,46
34475.0,3.41,40
32596.0,2.99,33
48279.0,2.89,61
22183.0,2.78,46
33804.0,2.82,33
66331.0,3.32,65
51333.0,3.54,65
32592.0,3.34,45
43529.0,3.08,54
45519.0,3.24,49
33277.0,2.98,64
47697.0,2.99,38
56856.0,3.16,45
20992.0,2.78,48
53261.0,3.2,49
14283.0,2.41,56
34154.0,2.68,54
48161.0,3.42,63
29126.0,2.82,46
65214.0,3.38,32
60529.0,3.4,45
55599.0,3.1,43
11853.0,2.52,66
58892.0,3.29,42
29891.0,2.86,43
55421.0,3.1,60
45659.0,2.87,44
51368.0,3.27,60
60896.0,3.25,45
16440.0,2.81,62
35092.0,3.16,52
22005.0,2.63,63
60585.0,3.06,56
59532.0,3.04,38
61155.0,3.3,60
27084.0,2.6,66
50715.0,3.29,56
53079.0,2.91,53
41486.0,2.75,63
30978.0,2.62,56
73791.0,3.32,52
42407.0,2.76,49
24677.0,2.57,51
52837.0,3.32,59
35969.0,2.9,50
29672.0,2.67,47
21841.0,2.83,59
39058.0,2.95,65
42625.0,3.28,58
19042.0,2.4,51
56730.0,3.21,32
20728.0,2.74,55
25603.0,2.88,35
13248.0,2.61,48
14800.0,2.65,56
13271.0,2.52,53
53393.0,3.05,57
17621.0,2.84,49
48343.0,2.92,54
26259.0,3.15,60
61944.0,3.1,34
25482.0,2.65,39
40348.0,3.71,56
32584.0,2.87,53
44404.0,2.88,55
39696.0,3.08,32
84026.0,3.51,38
27395.0,2.55,62
21703.0,2.83,44
77189.0,3.34,56
17490.0,2.6,61
15044.0,2.73,36
65079.0,3.53,50
56910.0,3.01,37
16347.0,2.49,54
22861.0,3.12,66
61851.0,3.19,57
36285.0,2.65,45
36642.0,3.12,39
22117.0,2.65,63
37327.0,3.17,38
28215.0,2.67,46
34343.0,2.78,31
13121.0,2.42,56
20289.0,2.53,66
19564.0,2.7,52
44130.0,2.85,64
52210.0,3.22,57
55559.0,3.26,47
31502.0,3.02,51
68536.0,3.33,46
60125.0,3.02,45
41194.0,3.26,62
9930.0,2.36,46
62623.0,3.27,62
47715.0,3.1,48
73578.0,3.42,43
22705.0,2.85,44
51048.0,2.94,53
34588.0,2.8,41
39711.0,3.22,32
30704.0,3.2,38
58431.0,3.26,47
36944.0,2.85,42
36744.0,3.01,53
63883.0,3.24,37
39701.0,3.5,55
68494.0,3.26,54
31539.0,2.82,63
36778.0,3.1,40
29990.0,2.95,42
26232.0,2.53,36
33393.0,2.63,31
36054.0,2.98,46
27602.0,2.71,65
79447.0,3.27,36
86077.0,3.71,55
61685.0,3.13,39
43129.0,2.95,37
47776.0,3.08,36
49018.0,3.32,32
33308.0,2.68,60
28255.0,3.05,65
31364.0,2.81,54
10286.0,2.37,58
69704.0,3.38,30
57421.0,2.98,38
29196.0,2.84,38
25557.0,2.95,60
50915.0,3.06,33
66922.0,3.23,34
26903.0,3.25,52
64641.0,3.13,58
18061.0,2.51,60
18797.0,2.87,55
29294.0,2.59,38
41933.0,3.33,62
49905.0,2.9,53
67572.0,3.18,65
17155.0,2.64,63
17768.0,2.51,31
41716.0,3.11,56
50547.0,3.22,45
23653.0,2.74,58
32438.0,3.16,58
14356.0,2.39,44
17768.0,2.88,59
58536.0,3.1,52
18318.0,2.71,37
19528.0,2.58,66
37709.0,2.72,41
28197.0,2.97,41
37964.0,3.1,56
55022.0,3.15,64
51919.0,3.45,61
33745.0,2.82,33
57383.0,3.03,50
37637.0,3.25,52
34206.0,2.96,37
19936.0,2.54,59
42713.0,3.13,50
40691.0,2.91,59
63040.0,3.46,57
47948.0,3.36,50
24170.0,2.83,46
58598.0,3.07,62
36684.0,2.85,40
22219.0,2.83,31
70647.0,3.22,35
27312.0,3.15,49
32623.0,3.13,58
41605.0,3.13,48
19088.0,2.7,44
32855.0,2.95,41
43081.0,3.54,57
58302.0,3.0,66
15929.0,2.68,62
46257.0,3.06,38
55139.0,3.14,35
42821.0,2.83,64
15942.0,2.73,56
18998.0,2.52,54
72888.0,3.27,57
33583.0,3.5,66
40659.0,2.84,62
41721.0,3.2,58
49030.0,3.08,43
64749.0,3.3,40
49539.0,2.97,56
31823.0,3.22,55
52998.0,3.02,47
34298.0,3.3,63
29660.0,2.83,40
21552.0,2.98,57
45896.0,3.06,40
71374.0,3.21,57
64570.0,3.07,62
18550.0,2.64,33
28139.0,2.94,37
59900.0,3.34,52
54526.0,2.97,31
31294.0,2.78,39
13985.0,2.67,36
34385.0,3.08,46
38436.0,3.14,60
29237.0,2.99,50
22205.0,2.75,37
83917.0,3.46,57
48093.0,3.14,52
30893.0,2.81,62
25133.0,3.07,45
16580.0,2.72,60
39709.0,2.81,42
38665.0,2.91,64
37580.0,3.35,60
21543.0,2.8,56
45989.0,2.8,64
32902.0,2.94,54
48601.0,3.17,66
49947.0,2.88,40
82094.0,3.47,36
13504.0,2.64,65
92132.0,3.55,50
13457.0,2.67,63
63065.0,3.14,58
48033.0,2.92,47
41018.0,2.74,55
33005.0,3.11,46
112359.0,3.84,45
33131.0,2.96,34
46259.0,2.84,35
33000.0,3.05,60
27961.0,2.83,50
53066.0,3.28,38
14258.0,2.45,61
26963.0,3.04,38
45383.0,2.84,37
42985.0,3.33,53
56038.0,3.42,50
31496.0,3.15,56
15843.0,2.59,61
49032.0,3.01,46
27200.0,2.81,35
21779.0,2.75,49
69708.0,3.47,35
74472.0,3.27,30
24671.0,2.77,60
68353.0,3.15,50
49834.0,3.41,42
43316.0,3.02,51
16603.0,2.64,61
68407.0,3.19,34
37634.0,2.85,32
61055.0,3.09,55
14299.0,2.32,57
33469.0,2.92,30
47827.0,3.14,42
15310.0,2.71,49
36748.0,3.2,53
36123.0,3.13,65
56944.0,3.21,42
55871.0,3.44,66
34882.0,2.97,63
17642.0,2.62,41
31258.0,2.71,66
46919.0,2.81,33
79322.0,3.4,66
65494.0,3.21,51
25451.0,2.73,31
36567.0,3.21,50
84792.0,3.57,60
58376.0,3.53,31
10981.0,2.39,33
11978.0,2.27,63
58293.0,3.2,59
53265.0,2.94,53
64133.0,3.31,54
10582.0,2.5,65
50169.0,3.13,32
46563.0,2.94,42
34430.0,2.86,57
26666.0,3.04,56
78197.0,3.35,34
47134.0,3.24,64
60738.0,3.21,42
60472.0,3.09,59
49693.0,2.94,30
12534.0,2.61,53
85749.0,3.39,53
60752.0,3.09,40
29555.0,2.97,59
37421.0,2.85,38
30517.0,2.82,43
29868.0,3.02,62
41528.0,3.6,37
40189.0,3.12,37
10332.0,2.46,42
50291.0,3.35,38
45752.0,3.26,51
41929.0,3.42,52
68289.0,3.43,57
55135.0,2.97,33
36477.0,2.67,43
13020.0,2.64,43
51821.0,2.9,48
52754.0,3.35,65
33948.0,3.25,56
64936.0,3.08,42
40753.0,3.09,44
15982.0,2.78,33
51478.0,3.21,48
58304.0,3.15,33
44330.0,2.98,31
53231.0,3.39,46
75281.0,3.66,31
33378.0,2.77,45
27480.0,3.28,39
29155.0,2.75,30
60571.0,3.02,39
77285.0,3.62,52
33781.0,2.94,55
37307.0,3.23,43
17095.0,2.66,37
45117.0,2.9,45
17507.0,2.44,38
60551.0,3.09,40
38540.0,2.88,50
29141.0,3.24,61
31890.0,2.7,53
63023.0,3.25,53
65723.0,3.34,41
23388.0,2.98,45
36269.0,2.65,64
65050.0,3.18,42
45520.0,3.4,53
80667.0,3.31,56
13072.0,2.63,56
59231.0,3.03,42
53722.0,3.08,48
21581.0,2.45,65
85895.0,3.5,30
15349.0,2.59,47
69953.0,3.32,57
28236.0,3.25,49
45231.0,2.93,31
27949.0,2.98,53
38237.0,2.94,66
41796.0,2.76,47
28857.0,3.36,57
31268.0,2.92,39
57448.0,3.14,59
41084.0,2.82,46
56761.0,3.52,52
51720.0,2.96,31
40999.0,2.79,42
40259.0,2.9,47
38258.0,2.97,65
23404.0,2.92,46
27477.0,2.68,63
36897.0,3.16,53
42333.0,2.79,54
41962.0,3.07,37
34827.0,2.93,63
26949.0,2.99,65
43484.0,3.12,62
66198.0,3.67,42
51090.0,3.31,42
28768.0,2.6,51
54554.0,3.05,38
55969.0,3.18,30
31939.0,3.35,32
30450.0,2.8,50
67223.0,3.43,50
39986.0,2.89,40
21874.0,2.6,64
49683.0,3.44,49
47792.0,3.37,54
37611.0,2.84,51
28444.0,2.82,57
65019.0,3.38,61
18846.0,2.56,31
35763.0,3.09,43
14366.0,2.61,37
40615.0,2.76,45
31701.0,3.25,59
27633.0,2.99,58
36097.0,2.77,60
13672.0,2.67,31
55036.0,3.02,66
21088.0,2.63,58
50167.0,3.09,63
42346.0,3.24,40
38806.0,3.31,61
18185.0,2.86,54
24399.0,2.74,65
48592.0,2.96,60
60260.0,3.16,47
70025.0,3.38,57
48080.0,3.06,48
75860.0,3.38,64
47673.0,3.02,57
39077.0,3.15,46
64233.0,3.75,51
32426.0,2.85,44
57081.0,3.0,41
64201.0,3.28,56
12111.0,2.59,42
39861.0,2.7,38
38516.0,3.59,39
19100.0,2.92,31
44684.0,2.98,56
22624.0,3.04,32
48928.0,3.34,66
35457.0,2.92,31
56447.0,2.98,30
30569.0,2.64,51
39059.0,3.14,30
31257.0,2.63,39
20178.0,2.63,32
46925.0,2.98,35
28122.0,3.18,33
29874.0,3.11,32
27284.0,2.54,57
63650.0,3.31,64
61304.0,3.34,59
35305.0,3.14,62
19701.0,2.83,48
26463.0,2.82,59
33221.0,3.41,45
18152.0,2.64,33
66264.0,3.09,51
35405.0,3.03,62
55585.0,3.19,43
60028.0,3.3,52
44439.0,2.98,66
31127.0,3.24,54
67090.0,3.23,58
16002.0,2.81,56
68007.0,3.23,65
22210.0,2.98,63
23372.0,2.71,46
27026.0,3.09,46
42993.0,3.25,61
29706.0,3.15,55
17069.0,2.77,50
38597.0,2.91,52
21204.0,2.42,51
18286.0,2.89,47
50457.0,2.88,35
45210.0,2.97,38
55020.0,3.23,35
44114.0,3.11,65
42042.0,2.88,59
50887.0,3.28,53
34265.0,3.46,65
38150.0,3.22,45
60699.0,3.15,62
67320.0,3.31,38
25196.0,2.81,62
73042.0,3.41,65
27094.0,2.79,61
44871.0,3.15,40
71170.0,3.47,45
30763.0,3.42,33
38074.0,2.7,42
30245.0,3.19,46
29756.0,2.88,56
46606.0,3.17,40
41105.0,3.17,43
31419.0,2.63,33
26836.0,3.28,52
23470.0,2.64,46
28290.0,2.76,38
29097.0,3.0,30
20785.0,2.94,33
18673.0,2.53,33
85076.0,3.46,54
49212.0,2.96,63
31046.0,2.64,48
53613.0,2.91,56
43591.0,3.8,45
25904.0,2.98,48
14303.0,2.47,33
79242.0,3.34,37
24174.0,2.93,40
44178.0,2.96,53
31996.0,2.92,63
15625.0,2.65,52
57915.0,2.98,52
24458.0,2.8,58
44510.0,2.85,50
46201.0,3.05,53
78251.0,3.41,66
77988.0,3.52,32
35834.0,3.24,64
46330.0,2.8,54
18367.0,2.44,65
55936.0,3.22,55
37900.0,3.26,62
56741.0,3.12,56
35701.0,2.94,42
39851.0,3.04,66
22495.0,2.56,61
57553.0,3.24,31
20472.0,3.02,36
25893.0,2.57,44
44607.0,3.13,39
38962.0,2.99,63
76005.0,3.54,45
25934.0,3.12,45
29595.0,2.88,47
30794.0,2.68,51
49669.0,3.14,58
59030.0,3.13,39
33824.0,2.89,46
33297.0,2.86,60
48792.0,3.52,61
66953.0,3.32,61
22354.0,2.56,35
40187.0,3.61,52
57302.0,3.15,32
34544.0,2.85,54
34649.0,2.79,38
15371.0,2.73,43
61656.0,3.28,55
39712.0,2.8,51
11804.0,2.62,41
20733.0,2.84,52
102958.0,3.59,41
30350.0,2.92,51
27968.0,2.88,42
53158.0,3.13,38
40126.0,3.11,57
54727.0,3.38,57
48097.0,3.07,35
31509.0,2.92,48
13502.0,2.41,56
58100.0,3.05,52
40441.0,2.91,62
